,dbn,score,year
13857,20K204,0.843,2008-2009
13858,20K204,0.587,2009-2010
13859,20K204,0.554,2010-2011
13860,20K204,0.54,2011-2012
13861,20K204,0.542,2012-2013
13862,20K204,0.73947895,2014-2015
13863,20K204,0.8416834,2015-2016
13864,20K204,0.84368736,2016-2017
13865,20K204,0.90981966,2017-2018
13866,20K204,0.8176353,2018-2019
13867,20K204,0.8016032,2019-2020
13868,20K204,0.78557116,2020-2021
13869,20K204,0.76953906,2021-2022
13870,20K204,0.753507,2022-2023
13871,20K204,0.7174349,2023-2024
13872,20K205,0.85,2008-2009
13873,20K205,0.574,2009-2010
13874,20K205,0.61,2010-2011
13875,20K205,0.66,2011-2012
13876,20K205,0.478,2012-2013
13877,20K205,0.91783565,2014-2015
13878,20K205,0.9398798,2015-2016
13879,20K205,0.8316633,2016-2017
13880,20K205,0.8276553,2017-2018
13881,20K205,0.84368736,2018-2019
13882,20K205,0.8226453,2019-2020
13883,20K205,0.8016032,2020-2021
13884,20K205,0.78056115,2021-2022
13885,20K205,0.75951904,2022-2023
13886,20K205,0.73547095,2023-2024
13887,20K220,0.4887,2006-2007
13888,20K220,0.546,2007-2008
13889,20K220,0.7775551,2014-2015
13890,20K220,0.8717435,2015-2016
13891,20K220,0.753507,2016-2017
13892,20K220,0.749499,2017-2018
13893,20K220,0.7875751,2018-2019
13894,20K220,0.78957915,2019-2020
13895,20K220,0.7915832,2020-2021
13896,20K220,0.79358715,2021-2022
13897,20K220,0.7955912,2022-2023
13898,20K220,0.8216433,2023-2024
13899,20K223,0.6729,2006-2007
13900,20K223,0.879,2007-2008
13901,20K223,0.8016032,2014-2015
13902,20K223,0.81963927,2015-2016
13903,20K223,0.70541084,2016-2017
13904,20K223,0.78957915,2017-2018
13905,20K223,0.83767533,2018-2019
13906,20K223,0.7975952,2019-2020
13907,20K223,0.757515,2020-2021
13908,20K223,0.7174349,2021-2022
13909,20K223,0.6773547,2022-2023
13910,20K223,0.65731466,2023-2024
13911,20K227,0.4601,2006-2007
13912,20K227,0.623,2007-2008
13913,20K227,0.7234469,2014-2015
13914,20K227,0.7975952,2015-2016
13915,20K227,0.63126254,2016-2017
13916,20K227,0.5531062,2017-2018
13917,20K227,0.58717436,2018-2019
13918,20K227,0.5971944,2019-2020
13919,20K227,0.60721445,2020-2021
13920,20K227,0.61723447,2021-2022
13921,20K227,0.6272545,2022-2023
13922,20K227,0.6993988,2023-2024
13923,20K229,0.752,2008-2009
13924,20K229,0.527,2009-2010
13925,20K229,0.7955912,2014-2015
13926,20K229,0.9018036,2015-2016
13927,20K229,0.7675351,2016-2017
13928,20K229,0.76152307,2017-2018
13929,20K229,0.8056112,2018-2019
13930,20K229,0.7890782,2019-2020
13931,20K229,0.7725451,2020-2021
13932,20K229,0.756012,2021-2022
13933,20K229,0.73947895,2022-2023
13934,20K229,0.6793587,2023-2024
13935,20K247,0.847,2008-2009
13936,20K247,0.814,2009-2010
13937,20K247,0.758,2010-2011
13938,20K247,0.894,2011-2012
13939,20K247,0.668,2012-2013
13940,20K247,0.88376755,2014-2015
13941,20K247,0.90981966,2015-2016
13942,20K247,0.8717435,2016-2017
13943,20K247,0.8797595,2017-2018
13944,20K247,0.92785573,2018-2019
13945,20K247,0.9213427,2019-2020
13946,20K247,0.9148297,2020-2021
13947,20K247,0.9083166,2021-2022
13948,20K247,0.9018036,2022-2023
13949,20K247,0.8276553,2023-2024
13950,20K259,0.4926,2006-2007
13951,20K259,0.666,2007-2008
13952,20K259,0.7955912,2014-2015
13953,20K259,0.86773545,2015-2016
13954,20K259,0.7735471,2016-2017
13955,20K259,0.8156313,2017-2018
13956,20K259,0.8657315,2018-2019
13957,20K259,0.8451904,2019-2020
13958,20K259,0.8246493,2020-2021
13959,20K259,0.8041082,2021-2022
13960,20K259,0.78356713,2022-2023
13961,20K259,0.90781564,2023-2024
13962,20K264,,2014-2015
13963,20K264,0.8236473,2015-2016
13964,20K264,0.84368736,2016-2017
13965,20K264,0.88376755,2017-2018
13966,20K264,0.91182363,2018-2019
13967,20K264,0.8632265,2019-2020
13968,20K264,0.81462926,2020-2021
13969,20K264,0.76603204,2021-2022
13970,20K264,0.7174349,2022-2023
13971,20K264,0.743487,2023-2024
13972,20K310,0.9318637,2014-2015
13973,20K310,0.95791584,2015-2016
13974,20K310,0.86372745,2016-2017
13975,20K310,0.8797595,2017-2018
13976,20K310,0.9759519,2018-2019
13977,20K310,0.9468938,2019-2020
13978,20K310,0.91783565,2020-2021
13979,20K310,0.88877755,2021-2022
13980,20K310,0.85971946,2022-2023
13981,20K310,0.8717435,2023-2024
13982,20K445,0.7019,2006-2007
13983,20K445,0.543,2007-2008
13984,20K445,0.649,2008-2009
13985,20K445,0.685,2009-2010
13986,20K445,0.687,2011-2012
13987,20K445,0.715,2012-2013
13988,20K445,0.75951904,2014-2015
13989,20K445,0.63126254,2015-2016
13990,20K445,0.61122245,2016-2017
13991,20K445,0.56312627,2017-2018
13992,20K445,0.6192385,2018-2019
13993,20K445,0.60470945,2019-2020
13994,20K445,0.59018034,2020-2021
13995,20K445,0.5756513,2021-2022
13996,20K445,0.56112224,2022-2023
13997,20K445,0.4749499,2023-2024
13998,20K485,0.6982,2006-2007
13999,20K485,0.715,2007-2008
14000,20K485,0.866,2008-2009
14001,20K485,0.774,2009-2010
14002,20K485,0.789,2011-2012
14003,20K485,0.77,2012-2013
14004,20K485,0.7755511,2014-2015
14005,20K485,0.7294589,2015-2016
14006,20K485,0.76553106,2016-2017
14007,20K485,0.71543086,2017-2018
14008,20K485,0.7675351,2018-2019
14009,20K485,0.7665331,2019-2020
14010,20K485,0.76553106,2020-2021
14011,20K485,0.76452905,2021-2022
14012,20K485,0.76352704,2022-2023
14013,20K485,0.75951904,2023-2024
14014,20K490,0.5663,2006-2007
14015,20K490,0.517,2007-2008
14016,20K490,0.617,2008-2009
14017,20K490,0.695,2009-2010
14018,20K490,0.604,2011-2012
14019,20K490,0.604,2012-2013
14020,20K490,0.6492986,2014-2015
14021,20K490,0.5731463,2015-2016
14022,20K490,0.56713426,2016-2017
14023,20K490,0.56112224,2017-2018
14024,20K490,0.5691383,2018-2019
14025,20K490,0.59368736,2019-2020
14026,20K490,0.6182365,2020-2021
14027,20K490,0.64278555,2021-2022
14028,20K490,0.6673347,2022-2023
14029,20K490,0.58717436,2023-2024
14030,20K503,0.76,2008-2009
14031,20K503,0.452,2009-2010
14032,20K503,0.437,2010-2011
14033,20K503,0.645,2011-2012
14034,20K503,0.491,2012-2013
14035,20K503,0.65731466,2014-2015
14036,20K503,0.5551102,2015-2016
14037,20K503,0.5551102,2016-2017
14038,20K503,0.7134268,2017-2018
14039,20K503,0.8076152,2018-2019
14040,20K503,0.78957915,2019-2020
14041,20K503,0.7715431,2020-2021
14042,20K503,0.753507,2021-2022
14043,20K503,0.73547095,2022-2023
14044,20K503,0.68937874,2023-2024
14045,20K505,0.6763,2006-2007
14046,20K505,0.536,2007-2008
14047,20K505,0.594,2008-2009
14048,20K505,0.649,2009-2010
14049,20K505,0.654,2011-2012
14050,20K505,0.645,2012-2013
14051,20K505,0.7074148,2014-2015
14052,20K505,0.5691383,2015-2016
14053,20K505,0.6793587,2016-2017
14054,20K505,0.6673347,2017-2018
14055,20K505,0.62124246,2018-2019
14056,20K505,0.6182365,2019-2020
14057,20K505,0.61523044,2020-2021
14058,20K505,0.61222446,2021-2022
14059,20K505,0.6092184,2022-2023
14060,20K505,0.45891783,2023-2024
14061,20K506,0.749,2008-2009
14062,20K506,0.483,2009-2010
14063,20K506,0.555,2010-2011
14064,20K506,0.557,2011-2012
14065,20K506,0.637,2012-2013
14066,20K506,0.7715431,2014-2015
14067,20K506,0.7254509,2015-2016
14068,20K506,0.61523044,2016-2017
14069,20K506,0.6533066,2017-2018
14070,20K506,0.6513026,2018-2019
14071,20K506,0.63376755,2019-2020
14072,20K506,0.61623245,2020-2021
14073,20K506,0.5986974,2021-2022
14074,20K506,0.58116233,2022-2023
14075,20K506,0.5390782,2023-2024
14076,20K609,,2007-2008
14077,20K609,,2011-2012
14078,20K609,,2012-2013
14079,20K609,0.741483,2014-2015
14080,20K609,0.84368736,2014-2015
14081,20K609,0.8216433,2015-2016
14082,20K609,0.92785573,2015-2016
14083,20K609,0.8216433,2016-2017
14084,20K609,0.81362724,2016-2017
14085,20K609,0.8957916,2017-2018
14086,20K609,0.84368736,2017-2018
14087,20K609,0.9218437,2018-2019
14088,20K609,0.88977957,2018-2019
14089,20K609,0.83216435,2019-2020
14090,20K609,0.7745491,2020-2021
14091,20K609,0.71693385,2021-2022
14092,20K609,0.6593186,2022-2023
14093,20K609,0.81963927,2022-2023
14094,20K609,0.58116233,2023-2024
14095,20K609,0.8777555,2023-2024
14096,20K682,0.669,2012-2013
14097,20K682,0.6993988,2014-2015
14098,20K682,0.96392787,2015-2016
14099,20K682,0.8256513,2016-2017
14100,20K682,0.83767533,2017-2018
14101,20K682,0.9218437,2018-2019
14102,20K682,0.9183367,2019-2020
14103,20K682,0.9148297,2020-2021
14104,20K682,0.91132265,2021-2022
14105,20K682,0.90781564,2022-2023
14106,20K682,0.7995992,2023-2024
14107,20K686,0.506,2012-2013
14108,20K686,0.7234469,2014-2015
14109,20K686,0.85971946,2015-2016
14110,20K686,0.8657315,2016-2017
14111,20K686,0.9238477,2017-2018
14112,20K686,0.91783565,2018-2019
14113,20K686,0.9383767,2019-2020
14114,20K686,0.95891786,2020-2021
14115,20K686,0.9794589,2021-2022
14116,20K686,1.0,2022-2023
14117,20K686,0.88777554,2023-2024
14118,20K748,0.93787575,2014-2015
14119,20K748,0.9498998,2015-2016
14120,20K748,0.76953906,2016-2017
14121,20K748,0.6713427,2017-2018
14122,20K748,0.8016032,2018-2019
14123,20K748,0.78707415,2019-2020
14124,20K748,0.7725451,2020-2021
14125,20K748,0.75801605,2021-2022
14126,20K748,0.743487,2022-2023
14127,20K748,0.70941883,2023-2024
14128,20K936,,2019-2020
14129,20K936,,2020-2021
14130,20K936,,2021-2022
14131,20K936,0.8476954,2022-2023
14132,20K936,0.8016032,2023-2024
14133,20K971,,2014-2015
14134,20K971,0.82965934,2015-2016
14135,20K971,0.50901806,2016-2017
14136,20K971,0.6993988,2017-2018
14137,20K971,0.5531062,2018-2019
14138,20K971,0.5761523,2019-2020
14139,20K971,0.5991984,2020-2021
14140,20K971,0.6222445,2021-2022
14141,20K971,0.64529055,2022-2023
14142,20K971,0.51703405,2023-2024
14143,21K090,0.972,2008-2009
14144,21K090,0.493,2009-2010
14145,21K090,0.601,2010-2011
14146,21K090,0.563,2011-2012
14147,21K090,,2012-2013
14148,21K090,0.6332665,2014-2015
14149,21K090,0.83366734,2015-2016
14150,21K090,0.60721445,2016-2017
14151,21K090,0.6833667,2017-2018
14152,21K090,0.64128256,2018-2019
14153,21K090,0.6227455,2019-2020
14154,21K090,0.6042084,2020-2021
14155,21K090,0.58567137,2021-2022
14156,21K090,0.56713426,2022-2023
14157,21K090,0.56312627,2023-2024
14158,21K095,0.7735471,2014-2015
14159,21K095,0.83567137,2015-2016
14160,21K095,0.78557116,2016-2017
14161,21K095,0.7715431,2017-2018
14162,21K095,0.751503,2018-2019
14163,21K095,0.77204406,2019-2020
14164,21K095,0.7925852,2020-2021
14165,21K095,0.81312627,2021-2022
14166,21K095,0.83366734,2022-2023
14167,21K095,0.6472946,2023-2024
14168,21K096,0.4085,2006-2007
14169,21K096,0.506,2007-2008
14170,21K096,0.85370743,2014-2015
14171,21K096,0.80961925,2015-2016
14172,21K096,0.68136275,2016-2017
14173,21K096,0.76352704,2017-2018
14174,21K096,0.7274549,2018-2019
14175,21K096,0.70541084,2019-2020
14176,21K096,0.6833667,2020-2021
14177,21K096,0.66132265,2021-2022
14178,21K096,0.63927853,2022-2023
14179,21K096,0.6092184,2023-2024
14180,21K097,0.798,2008-2009
14181,21K097,0.618,2009-2010
14182,21K097,0.597,2010-2011
14183,21K097,0.571,2011-2012
14184,21K097,0.774,2012-2013
14185,21K097,0.8496994,2014-2015
14186,21K097,0.8216433,2015-2016
14187,21K097,0.6773547,2016-2017
14188,21K097,0.76553106,2017-2018
14189,21K097,0.83366734,2018-2019
14190,21K097,0.8166333,2019-2020
14191,21K097,0.7995992,2020-2021
14192,21K097,0.7825651,2021-2022
14193,21K097,0.76553106,2022-2023
14194,21K097,0.7294589,2023-2024
14195,21K098,0.66,2006-2007
14196,21K098,0.598,2007-2008
14197,21K098,0.91382766,2014-2015
14198,21K098,0.9158317,2015-2016
14199,21K098,0.91783565,2016-2017
14200,21K098,0.8817635,2017-2018
14201,21K098,0.90981966,2018-2019
14202,21K098,0.9323647,2019-2020
14203,21K098,0.9549098,2020-2021
14204,21K098,0.9774549,2021-2022
14205,21K098,1.0,2022-2023
14206,21K098,0.91783565,2023-2024
14207,21K099,0.743487,2014-2015
14208,21K099,0.85971946,2015-2016
14209,21K099,0.7174349,2016-2017
14210,21K099,0.8036072,2017-2018
14211,21K099,0.7915832,2018-2019
14212,21K099,0.7289579,2019-2020
14213,21K099,0.66633266,2020-2021
14214,21K099,0.60370743,2021-2022
14215,21K099,0.54108214,2022-2023
14216,21K099,0.44689378,2023-2024
14217,21K100,0.774,2008-2009
14218,21K100,0.535,2009-2010
14219,21K100,0.362,2010-2011
14220,21K100,0.469,2011-2012
14221,21K100,0.458,2012-2013
14222,21K100,0.6873748,2014-2015
14223,21K100,0.90981966,2015-2016
14224,21K100,0.78356713,2016-2017
14225,21K100,0.7715431,2017-2018
14226,21K100,0.8056112,2018-2019
14227,21K100,0.7875751,2019-2020
14228,21K100,0.76953906,2020-2021
14229,21K100,0.751503,2021-2022
14230,21K100,0.7334669,2022-2023
14231,21K100,0.6432866,2023-2024
14232,21K101,1.018,2008-2009
14233,21K101,0.574,2009-2010
14234,21K101,0.462,2010-2011
14235,21K101,0.659,2011-2012
14236,21K101,0.697,2012-2013
14237,21K101,0.8817635,2014-2015
14238,21K101,0.9058116,2015-2016
14239,21K101,0.9398798,2016-2017
14240,21K101,0.98196393,2017-2018
14241,21K101,1.0,2018-2019
14242,21K101,0.96292585,2019-2020
14243,21K101,0.9258517,2020-2021
14244,21K101,0.88877755,2021-2022
14245,21K101,0.8517034,2022-2023
14246,21K101,0.82965934,2023-2024
14247,21K121,0.8156313,2014-2015
14248,21K121,0.8857716,2015-2016
14249,21K121,0.78557116,2016-2017
14250,21K121,0.7955912,2017-2018
14251,21K121,0.81362724,2018-2019
14252,21K121,0.7985972,2019-2020
14253,21K121,0.78356713,2020-2021
14254,21K121,0.76853704,2021-2022
14255,21K121,0.753507,2022-2023
14256,21K121,0.60721445,2023-2024
14257,21K128,0.603,2008-2009
14258,21K128,0.547,2009-2010
14259,21K128,0.431,2010-2011
14260,21K128,0.519,2011-2012
14261,21K128,0.38,2012-2013
14262,21K128,0.6012024,2014-2015
14263,21K128,0.46893787,2015-2016
14264,21K128,0.6833667,2016-2017
14265,21K128,0.61122245,2017-2018
14266,21K128,0.6793587,2018-2019
14267,21K128,0.62875754,2019-2020
14268,21K128,0.5781563,2020-2021
14269,21K128,0.5275551,2021-2022
14270,21K128,0.4769539,2022-2023
14271,21K128,0.48496994,2023-2024
14272,21K153,0.948,2008-2009
14273,21K153,0.509,2009-2010
14274,21K153,0.402,2010-2011
14275,21K153,0.468,2011-2012
14276,21K153,0.564,2012-2013
14277,21K153,0.5751503,2014-2015
14278,21K153,0.6673347,2015-2016
14279,21K153,0.753507,2016-2017
14280,21K153,0.70941883,2017-2018
14281,21K153,0.64128256,2018-2019
14282,21K153,0.6367735,2019-2020
14283,21K153,0.63226455,2020-2021
14284,21K153,0.6277555,2021-2022
14285,21K153,0.6232465,2022-2023
14286,21K153,0.49499,2023-2024
14287,21K177,0.819,2008-2009
14288,21K177,0.621,2009-2010
14289,21K177,0.533,2010-2011
14290,21K177,0.553,2011-2012
14291,21K177,0.519,2012-2013
14292,21K177,0.58717436,2014-2015
14293,21K177,0.753507,2015-2016
14294,21K177,0.7975952,2016-2017
14295,21K177,0.7214429,2017-2018
14296,21K177,0.76352704,2018-2019
14297,21K177,0.73998,2019-2020
14298,21K177,0.71643287,2020-2021
14299,21K177,0.69288576,2021-2022
14300,21K177,0.6693387,2022-2023
14301,21K177,0.66132265,2023-2024
14302,21K188,0.907,2008-2009
14303,21K188,0.333,2009-2010
14304,21K188,0.767,2010-2011
14305,21K188,0.426,2011-2012
14306,21K188,,2012-2013
14307,21K188,0.8156313,2014-2015
14308,21K188,0.81362724,2015-2016
14309,21K188,0.6833667,2016-2017
14310,21K188,0.56112224,2017-2018
14311,21K188,0.4008016,2018-2019
14312,21K188,0.3977956,2019-2020
14313,21K188,0.39478958,2020-2021
14314,21K188,0.39178357,2021-2022
14315,21K188,0.38877755,2022-2023
14316,21K188,0.48496994,2023-2024
14317,21K199,0.658,2008-2009
14318,21K199,0.566,2009-2010
14319,21K199,0.529,2010-2011
14320,21K199,0.6,2011-2012
14321,21K199,0.619,2012-2013
14322,21K199,0.751503,2014-2015
14323,21K199,0.8657315,2015-2016
14324,21K199,0.8577154,2016-2017
14325,21K199,0.7074148,2017-2018
14326,21K199,0.6973948,2018-2019
14327,21K199,0.6823647,2019-2020
14328,21K199,0.6673347,2020-2021
14329,21K199,0.6523046,2021-2022
14330,21K199,0.63727456,2022-2023
14331,21K199,0.5310621,2023-2024
14332,21K209,0.7234469,2014-2015
14333,21K209,0.8797595,2015-2016
14334,21K209,0.88777554,2016-2017
14335,21K209,0.8076152,2017-2018
14336,21K209,0.83366734,2018-2019
14337,21K209,0.79208416,2019-2020
14338,21K209,0.750501,2020-2021
14339,21K209,0.70891786,2021-2022
14340,21K209,0.6673347,2022-2023
14341,21K209,0.57114226,2023-2024
14342,21K212,0.835,2008-2009
14343,21K212,0.577,2009-2010
14344,21K212,0.505,2010-2011
14345,21K212,0.535,2011-2012
14346,21K212,0.448,2012-2013
14347,21K212,0.7735471,2014-2015
14348,21K212,0.8697395,2015-2016
14349,21K212,0.79358715,2016-2017
14350,21K212,0.8476954,2017-2018
14351,21K212,0.89378756,2018-2019
14352,21K212,0.8256513,2019-2020
14353,21K212,0.757515,2020-2021
14354,21K212,0.68937874,2021-2022
14355,21K212,0.62124246,2022-2023
14356,21K212,0.6192385,2023-2024
14357,21K215,0.692,2008-2009
14358,21K215,0.379,2009-2010
14359,21K215,0.678,2010-2011
14360,21K215,0.537,2011-2012
14361,21K215,0.556,2012-2013
14362,21K215,0.71943885,2014-2015
14363,21K215,0.86773545,2015-2016
14364,21K215,0.58717436,2016-2017
14365,21K215,0.71142286,2017-2018
14366,21K215,0.78356713,2018-2019
14367,21K215,0.76953906,2019-2020
14368,21K215,0.75551105,2020-2021
14369,21K215,0.741483,2021-2022
14370,21K215,0.7274549,2022-2023
14371,21K215,0.5991984,2023-2024
14372,21K216,0.933,2008-2009
14373,21K216,0.55,2009-2010
14374,21K216,0.345,2010-2011
14375,21K216,0.358,2011-2012
14376,21K216,0.649,2012-2013
14377,21K216,0.5931864,2014-2015
14378,21K216,0.6272545,2015-2016
14379,21K216,0.6232465,2016-2017
14380,21K216,0.749499,2017-2018
14381,21K216,0.65731466,2018-2019
14382,21K216,0.66883767,2019-2020
14383,21K216,0.68036073,2020-2021
14384,21K216,0.69188374,2021-2022
14385,21K216,0.7034068,2022-2023
14386,21K216,0.6533066,2023-2024
14387,21K225,0.7294589,2014-2015
14388,21K225,0.74549097,2015-2016
14389,21K225,0.68136275,2016-2017
14390,21K225,0.69539076,2017-2018
14391,21K225,0.75951904,2018-2019
14392,21K225,0.7184369,2019-2020
14393,21K225,0.6773547,2020-2021
14394,21K225,0.63627255,2021-2022
14395,21K225,0.5951904,2022-2023
14396,21K225,0.4488978,2023-2024
14397,21K226,0.7735471,2014-2015
14398,21K226,0.8977956,2015-2016
14399,21K226,0.76953906,2016-2017
14400,21K226,0.7995992,2017-2018
14401,21K226,0.7294589,2018-2019
14402,21K226,0.69388777,2019-2020
14403,21K226,0.6583166,2020-2021
14404,21K226,0.6227455,2021-2022
14405,21K226,0.58717436,2022-2023
14406,21K226,0.56312627,2023-2024
14407,21K228,0.3633,2006-2007
14408,21K228,0.543,2007-2008
14409,21K228,0.7014028,2014-2015
14410,21K228,0.75951904,2015-2016
14411,21K228,0.6993988,2016-2017
14412,21K228,0.753507,2017-2018
14413,21K228,0.7775551,2018-2019
14414,21K228,0.752505,2019-2020
14415,21K228,0.7274549,2020-2021
14416,21K228,0.7024048,2021-2022
14417,21K228,0.6773547,2022-2023
14418,21K228,0.86372745,2023-2024
14419,21K238,0.63727456,2014-2015
14420,21K238,0.7214429,2015-2016
14421,21K238,0.7014028,2016-2017
14422,21K238,0.6032064,2017-2018
14423,21K238,0.56112224,2018-2019
14424,21K238,0.5641283,2019-2020
14425,21K238,0.56713426,2020-2021
14426,21K238,0.5701403,2021-2022
14427,21K238,0.5731463,2022-2023
14428,21K238,0.4288577,2023-2024
14429,21K239,0.5565,2006-2007
14430,21K239,0.743,2007-2008
14431,21K239,0.7875751,2014-2015
14432,21K239,0.9058116,2015-2016
14433,21K239,0.84368736,2016-2017
14434,21K239,0.83366734,2017-2018
14435,21K239,0.8817635,2018-2019
14436,21K239,0.89378756,2019-2020
14437,21K239,0.9058116,2020-2021
14438,21K239,0.91783565,2021-2022
14439,21K239,0.9298597,2022-2023
14440,21K239,0.92785573,2023-2024
14441,21K253,1.025,2008-2009
14442,21K253,0.608,2009-2010
14443,21K253,0.725,2010-2011
14444,21K253,0.784,2011-2012
14445,21K253,0.611,2012-2013
14446,21K253,0.7134268,2014-2015
14447,21K253,0.9398798,2015-2016
14448,21K253,0.9599198,2016-2017
14449,21K253,0.98797596,2017-2018
14450,21K253,1.0,2018-2019
14451,21K253,0.9769539,2019-2020
14452,21K253,0.9539078,2020-2021
14453,21K253,0.9308617,2021-2022
14454,21K253,0.90781564,2022-2023
14455,21K253,0.86773545,2023-2024
14456,21K281,0.5885,2006-2007
14457,21K281,0.613,2007-2008
14458,21K281,0.90380764,2014-2015
14459,21K281,0.8116233,2015-2016
14460,21K281,0.61523044,2016-2017
14461,21K281,0.8076152,2017-2018
14462,21K281,0.8036072,2018-2019
14463,21K281,0.7675351,2019-2020
14464,21K281,0.73146296,2020-2021
14465,21K281,0.69539076,2021-2022
14466,21K281,0.6593186,2022-2023
14467,21K281,0.6793587,2023-2024
14468,21K288,0.5210421,2014-2015
14469,21K288,0.58116233,2015-2016
14470,21K288,0.5230461,2016-2017
14471,21K288,0.65731466,2017-2018
14472,21K288,0.5951904,2018-2019
14473,21K288,0.53356713,2019-2020
14474,21K288,0.47194389,2020-2021
14475,21K288,0.41032064,2021-2022
14476,21K288,0.3486974,2022-2023
14477,21K288,0.3006012,2023-2024
14478,21K303,0.6543,2006-2007
14479,21K303,0.786,2007-2008
14480,21K303,0.749499,2014-2015
14481,21K303,0.82965934,2015-2016
14482,21K303,0.7134268,2016-2017
14483,21K303,0.68136275,2017-2018
14484,21K303,0.63727456,2018-2019
14485,21K303,0.6197395,2019-2020
14486,21K303,0.6022044,2020-2021
14487,21K303,0.58466935,2021-2022
14488,21K303,0.56713426,2022-2023
14489,21K303,0.5390782,2023-2024
14490,21K329,0.757,2008-2009
14491,21K329,0.375,2009-2010
14492,21K329,0.533,2010-2011
14493,21K329,0.623,2011-2012
14494,21K329,,2012-2013
14495,21K329,0.7014028,2014-2015
