,dbn,score,year
13094,19K290,0.804,2008-2009
13095,19K290,0.453,2009-2010
13096,19K290,0.522,2010-2011
13097,19K290,0.551,2011-2012
13098,19K290,0.554,2012-2013
13099,19K290,0.73947895,2014-2015
13100,19K290,0.8256513,2015-2016
13101,19K290,0.68537074,2016-2017
13102,19K290,0.53707415,2017-2018
13103,19K290,0.7955912,2018-2019
13104,19K290,0.7690381,2019-2020
13105,19K290,0.742485,2020-2021
13106,19K290,0.7159319,2021-2022
13107,19K290,0.68937874,2022-2023
13108,19K290,0.51703405,2023-2024
13109,19K292,0.5145,2006-2007
13110,19K292,0.534,2007-2008
13111,19K292,0.7214429,2014-2015
13112,19K292,0.81362724,2015-2016
13113,19K292,0.81362724,2016-2017
13114,19K292,0.8256513,2017-2018
13115,19K292,0.8757515,2018-2019
13116,19K292,0.8116233,2019-2020
13117,19K292,0.747495,2020-2021
13118,19K292,0.6833667,2021-2022
13119,19K292,0.6192385,2022-2023
13120,19K292,0.46292585,2023-2024
13121,19K302,0.4661,2006-2007
13122,19K302,0.363,2007-2008
13123,19K302,,2014-2015
13124,19K302,0.363,2019-2020
13125,19K302,0.363,2020-2021
13126,19K302,0.363,2021-2022
13127,19K306,0.4028056,2014-2015
13128,19K306,0.5971944,2015-2016
13129,19K306,0.56513023,2016-2017
13130,19K306,0.8697395,2017-2018
13131,19K306,0.75551105,2018-2019
13132,19K306,0.69539076,2019-2020
13133,19K306,0.63527054,2020-2021
13134,19K306,0.5751503,2021-2022
13135,19K306,0.5150301,2022-2023
13136,19K306,0.6753507,2023-2024
13137,19K311,0.3886,2006-2007
13138,19K311,0.64,2007-2008
13139,19K311,0.34468937,2014-2015
13140,19K311,0.41883767,2015-2016
13141,19K311,,2016-2017
13142,19K311,0.41883767,2019-2020
13143,19K311,0.41883767,2020-2021
13144,19K311,0.41883767,2021-2022
13145,19K325,0.4028056,2014-2015
13146,19K325,0.55711424,2015-2016
13147,19K325,0.86773545,2016-2017
13148,19K325,0.8456914,2017-2018
13149,19K325,0.34468937,2018-2019
13150,19K325,0.4754509,2019-2020
13151,19K325,0.60621244,2020-2021
13152,19K325,0.73697394,2021-2022
13153,19K325,0.86773545,2022-2023
13154,19K325,0.7775551,2023-2024
13155,19K328,0.6272545,2014-2015
13156,19K328,0.56513023,2015-2016
13157,19K328,0.76352704,2016-2017
13158,19K328,0.5250501,2017-2018
13159,19K328,0.50300604,2018-2019
13160,19K328,0.5275551,2019-2020
13161,19K328,0.55210423,2020-2021
13162,19K328,0.5766533,2021-2022
13163,19K328,0.6012024,2022-2023
13164,19K328,0.5931864,2023-2024
13165,19K345,0.704,2008-2009
13166,19K345,0.442,2009-2010
13167,19K345,0.398,2010-2011
13168,19K345,0.549,2011-2012
13169,19K345,0.537,2012-2013
13170,19K345,0.5851703,2014-2015
13171,19K345,0.66533065,2015-2016
13172,19K345,0.6673347,2016-2017
13173,19K345,0.5511022,2017-2018
13174,19K345,0.41883767,2018-2019
13175,19K345,0.45841682,2019-2020
13176,19K345,0.497996,2020-2021
13177,19K345,0.5375751,2021-2022
13178,19K345,0.57715434,2022-2023
13179,19K345,0.51703405,2023-2024
13180,19K346,0.754,2008-2009
13181,19K346,0.329,2009-2010
13182,19K346,0.372,2010-2011
13183,19K346,0.456,2011-2012
13184,19K346,0.53,2012-2013
13185,19K346,0.75551105,2014-2015
13186,19K346,0.498998,2015-2016
13187,19K346,0.51703405,2016-2017
13188,19K346,0.5731463,2017-2018
13189,19K346,0.53707415,2018-2019
13190,19K346,0.5536072,2019-2020
13191,19K346,0.5701403,2020-2021
13192,19K346,0.5866733,2021-2022
13193,19K346,0.6032064,2022-2023
13194,19K346,0.58717436,2023-2024
13195,19K364,0.5553,2006-2007
13196,19K364,0.715,2007-2008
13197,19K364,0.6533066,2014-2015
13198,19K364,0.747495,2015-2016
13199,19K364,0.49098197,2016-2017
13200,19K364,0.5791583,2017-2018
13201,19K364,0.50901806,2018-2019
13202,19K364,0.5245491,2019-2020
13203,19K364,0.5400802,2020-2021
13204,19K364,0.5556112,2021-2022
13205,19K364,0.57114226,2022-2023
13206,19K364,,2023-2024
13207,19K404,0.597,2011-2012
13208,19K404,0.583,2012-2013
13209,19K404,0.40881765,2014-2015
13210,19K404,0.53707415,2014-2015
13211,19K404,0.5190381,2015-2016
13212,19K404,0.5230461,2015-2016
13213,19K404,0.44488978,2016-2017
13214,19K404,0.56713426,2016-2017
13215,19K404,0.47094187,2017-2018
13216,19K404,0.56513023,2017-2018
13217,19K404,0.4488978,2018-2019
13218,19K404,0.6973948,2018-2019
13219,19K404,0.68537074,2019-2020
13220,19K404,0.6733467,2020-2021
13221,19K404,0.66132265,2021-2022
13222,19K404,0.6492986,2022-2023
13223,19K404,0.68537074,2022-2023
13224,19K404,0.6272545,2023-2024
13225,19K404,0.6192385,2023-2024
13226,19K409,0.6567,2006-2007
13227,19K409,0.4089,2006-2007
13228,19K409,0.702,2007-2008
13229,19K409,0.566,2007-2008
13230,19K409,0.637,2008-2009
13231,19K409,0.592,2009-2010
13232,19K409,0.488,2011-2012
13233,19K409,0.512,2012-2013
13234,19K409,0.6252505,2014-2015
13235,19K409,0.5891784,2014-2015
13236,19K409,0.81362724,2015-2016
13237,19K409,0.56513023,2015-2016
13238,19K409,0.75551105,2016-2017
13239,19K409,0.58717436,2016-2017
13240,19K409,0.7775551,2017-2018
13241,19K409,0.6693387,2017-2018
13242,19K409,0.9058116,2018-2019
13243,19K409,0.79358715,2018-2019
13244,19K409,0.73446894,2019-2020
13245,19K409,0.6753507,2020-2021
13246,19K409,0.61623245,2021-2022
13247,19K409,0.55711424,2022-2023
13248,19K409,0.7134268,2022-2023
13249,19K409,0.48496994,2023-2024
13250,19K409,0.56112224,2023-2024
13251,19K420,0.2961,2006-2007
13252,19K420,,2007-2008
13253,19K420,,2008-2009
13254,19K420,,2009-2010
13255,19K420,,2011-2012
13256,19K420,,2012-2013
13257,19K420,0.2961,2019-2020
13258,19K420,0.2961,2020-2021
13259,19K420,0.2961,2021-2022
13260,19K422,0.56112224,2014-2015
13261,19K422,0.65731466,2015-2016
13262,19K422,,2015-2016
13263,19K422,0.63727456,2016-2017
13264,19K422,,2016-2017
13265,19K422,0.6933868,2017-2018
13266,19K422,0.50901806,2017-2018
13267,19K422,0.7274549,2018-2019
13268,19K422,0.63927853,2018-2019
13269,19K422,0.6142284,2019-2020
13270,19K422,0.5891784,2020-2021
13271,19K422,0.5641283,2021-2022
13272,19K422,0.5390782,2022-2023
13273,19K422,0.5691383,2022-2023
13274,19K422,0.4308617,2023-2024
13275,19K422,0.46693388,2023-2024
13276,19K452,0.239,2007-2008
13277,19K452,0.58717436,2014-2015
13278,19K452,0.7815631,2015-2016
13279,19K452,0.66132265,2016-2017
13280,19K452,0.51102203,2017-2018
13281,19K452,0.48897797,2018-2019
13282,19K452,0.5250501,2019-2020
13283,19K452,0.56112224,2020-2021
13284,19K452,0.5971944,2021-2022
13285,19K452,0.6332665,2022-2023
13286,19K452,0.56112224,2023-2024
13287,19K502,0.282,2007-2008
13288,19K502,0.496,2008-2009
13289,19K502,0.562,2009-2010
13290,19K502,0.664,2011-2012
13291,19K502,0.587,2012-2013
13292,19K502,0.70541084,2014-2015
13293,19K502,0.6252505,2015-2016
13294,19K502,0.56513023,2016-2017
13295,19K502,0.54709417,2017-2018
13296,19K502,0.5931864,2018-2019
13297,19K502,0.5891784,2019-2020
13298,19K502,0.5851703,2020-2021
13299,19K502,0.58116233,2021-2022
13300,19K502,0.57715434,2022-2023
13301,19K502,0.5991984,2023-2024
13302,19K504,0.378,2007-2008
13303,19K504,0.528,2008-2009
13304,19K504,0.652,2009-2010
13305,19K504,0.519,2011-2012
13306,19K504,0.512,2012-2013
13307,19K504,0.6052104,2014-2015
13308,19K504,0.4529058,2015-2016
13309,19K504,0.6192385,2016-2017
13310,19K504,0.5230461,2017-2018
13311,19K504,0.53306615,2018-2019
13312,19K504,0.55210423,2019-2020
13313,19K504,0.57114226,2020-2021
13314,19K504,0.59018034,2021-2022
13315,19K504,0.6092184,2022-2023
13316,19K504,,2023-2024
13317,19K507,0.774,2007-2008
13318,19K507,0.686,2008-2009
13319,19K507,0.58,2009-2010
13320,19K507,0.599,2011-2012
13321,19K507,0.561,2012-2013
13322,19K507,0.51302606,2014-2015
13323,19K507,0.5210421,2015-2016
13324,19K507,0.501002,2016-2017
13325,19K507,0.6593186,2017-2018
13326,19K507,0.65731466,2018-2019
13327,19K507,0.67034066,2019-2020
13328,19K507,0.6833667,2020-2021
13329,19K507,0.6963928,2021-2022
13330,19K507,0.70941883,2022-2023
13331,19K507,0.7294589,2023-2024
13332,19K510,0.628,2007-2008
13333,19K510,0.628,2008-2009
13334,19K510,0.671,2009-2010
13335,19K510,0.594,2011-2012
13336,19K510,0.573,2012-2013
13337,19K510,0.63727456,2014-2015
13338,19K510,0.5971944,2015-2016
13339,19K510,0.6252505,2016-2017
13340,19K510,0.5971944,2017-2018
13341,19K510,0.5691383,2018-2019
13342,19K510,0.57715434,2019-2020
13343,19K510,0.5851703,2020-2021
13344,19K510,0.5931864,2021-2022
13345,19K510,0.6012024,2022-2023
13346,19K510,0.54709417,2023-2024
13347,19K557,,2015-2016
13348,19K557,0.4288577,2016-2017
13349,19K557,0.41683367,2017-2018
13350,19K557,0.51302606,2018-2019
13351,19K557,0.5460922,2019-2020
13352,19K557,0.5791583,2020-2021
13353,19K557,0.61222446,2021-2022
13354,19K557,0.64529055,2022-2023
13355,19K557,0.46693388,2023-2024
13356,19K583,,2008-2009
13357,19K583,,2009-2010
13358,19K583,0.43,2011-2012
13359,19K583,0.379,2012-2013
13360,19K583,0.50501,2014-2015
13361,19K583,0.5450902,2015-2016
13362,19K583,0.57715434,2016-2017
13363,19K583,0.64128256,2017-2018
13364,19K583,0.6693387,2018-2019
13365,19K583,0.68637276,2019-2020
13366,19K583,0.7034068,2020-2021
13367,19K583,0.72044086,2021-2022
13368,19K583,0.737475,2022-2023
13369,19K583,0.64128256,2023-2024
13370,19K615,0.6176,2006-2007
13371,19K615,0.598,2007-2008
13372,19K615,0.695,2008-2009
13373,19K615,0.62,2009-2010
13374,19K615,0.568,2011-2012
13375,19K615,0.513,2012-2013
13376,19K615,0.5490982,2014-2015
13377,19K615,0.5210421,2015-2016
13378,19K615,0.5531062,2016-2017
13379,19K615,0.5751503,2017-2018
13380,19K615,0.5290581,2018-2019
13381,19K615,0.5536072,2019-2020
13382,19K615,0.5781563,2020-2021
13383,19K615,0.6027054,2021-2022
13384,19K615,0.6272545,2022-2023
13385,19K615,0.63527054,2023-2024
13386,19K618,,2008-2009
13387,19K618,,2009-2010
13388,19K618,0.668,2011-2012
13389,19K618,0.66,2012-2013
13390,19K618,0.71543086,2014-2015
13391,19K618,0.68136275,2015-2016
13392,19K618,0.7334669,2016-2017
13393,19K618,0.7234469,2017-2018
13394,19K618,0.7234469,2018-2019
13395,19K618,0.7259519,2019-2020
13396,19K618,0.7284569,2020-2021
13397,19K618,0.7309619,2021-2022
13398,19K618,0.7334669,2022-2023
13399,19K618,0.77955914,2023-2024
13400,19K639,,2008-2009
13401,19K639,,2009-2010
13402,19K639,0.431,2011-2012
13403,19K639,0.45,2012-2013
13404,19K639,0.46693388,2014-2015
13405,19K639,0.43486974,2015-2016
13406,19K639,0.5210421,2016-2017
13407,19K639,0.56112224,2017-2018
13408,19K639,0.5791583,2018-2019
13409,19K639,0.6157315,2019-2020
13410,19K639,0.6523046,2020-2021
13411,19K639,0.68887776,2021-2022
13412,19K639,0.7254509,2022-2023
13413,19K639,0.7134268,2023-2024
13414,19K654,0.41683367,2014-2015
13415,19K654,0.4488978,2015-2016
13416,19K654,0.5531062,2016-2017
13417,19K654,0.6533066,2017-2018
13418,19K654,0.51302606,2018-2019
13419,19K654,0.51603204,2019-2020
13420,19K654,0.5190381,2020-2021
13421,19K654,0.52204406,2021-2022
13422,19K654,0.5250501,2022-2023
13423,19K654,0.40681362,2023-2024
13424,19K659,,2008-2009
13425,19K659,0.389,2009-2010
13426,19K659,0.452,2011-2012
13427,19K659,0.447,2012-2013
13428,19K659,0.5691383,2014-2015
13429,19K659,0.7254509,2015-2016
13430,19K659,0.6673347,2016-2017
13431,19K659,0.79358715,2017-2018
13432,19K659,0.6533066,2018-2019
13433,19K659,0.6713427,2019-2020
13434,19K659,0.68937874,2020-2021
13435,19K659,0.7074148,2021-2022
13436,19K659,0.7254509,2022-2023
13437,19K659,0.7735471,2023-2024
13438,19K660,0.2277,2006-2007
13439,19K660,0.314,2007-2008
13440,19K660,0.427,2008-2009
13441,19K660,0.58,2009-2010
13442,19K660,0.657,2011-2012
13443,19K660,0.734,2012-2013
13444,19K660,0.75551105,2014-2015
13445,19K660,0.6272545,2015-2016
13446,19K660,0.7134268,2016-2017
13447,19K660,0.79358715,2017-2018
13448,19K660,0.66533065,2018-2019
13449,19K660,0.65631264,2019-2020
13450,19K660,0.6472946,2020-2021
13451,19K660,0.6382766,2021-2022
13452,19K660,0.6292585,2022-2023
13453,19K660,0.58717436,2023-2024
13454,19K661,0.751503,2014-2015
13455,19K661,0.7254509,2015-2016
13456,19K661,0.7014028,2016-2017
13457,19K661,0.56112224,2017-2018
13458,19K661,0.63927853,2018-2019
13459,19K661,0.63977957,2019-2020
13460,19K661,0.64028054,2020-2021
13461,19K661,0.6407816,2021-2022
13462,19K661,0.64128256,2022-2023
13463,19K661,0.64529055,2023-2024
13464,19K662,0.73547095,2014-2015
13465,19K662,0.66132265,2015-2016
13466,19K662,0.5430862,2016-2017
13467,19K662,0.57715434,2017-2018
13468,19K662,0.66132265,2018-2019
13469,19K662,0.6342685,2019-2020
13470,19K662,0.60721445,2020-2021
13471,19K662,0.5801603,2021-2022
13472,19K662,0.5531062,2022-2023
13473,19K662,0.53707415,2023-2024
13474,19K663,0.6593186,2014-2015
13475,19K663,0.46492985,2015-2016
13476,19K663,0.45490983,2016-2017
13477,19K663,0.43286574,2017-2018
13478,19K663,0.38076153,2018-2019
13479,19K663,0.41332665,2019-2020
13480,19K663,0.4458918,2020-2021
13481,19K663,0.4784569,2021-2022
13482,19K663,0.51102203,2022-2023
13483,19K663,0.47094187,2023-2024
13484,19K677,0.281,2010-2011
13485,19K677,0.234,2011-2012
13486,19K677,0.398,2012-2013
13487,19K677,0.6933868,2014-2015
13488,19K677,0.6332665,2015-2016
13489,19K677,0.5230461,2016-2017
13490,19K677,0.53306615,2017-2018
13491,19K677,0.56513023,2018-2019
13492,19K677,0.5190381,2019-2020
13493,19K677,0.4729459,2020-2021
13494,19K677,0.42685372,2021-2022
13495,19K677,0.38076153,2022-2023
13496,19K677,0.43687373,2023-2024
13497,19K678,0.58717436,2014-2015
13498,19K678,0.48096192,2015-2016
13499,19K678,0.53707415,2016-2017
13500,19K678,0.60721445,2017-2018
13501,19K678,0.5551102,2018-2019
13502,19K678,0.56713426,2019-2020
13503,19K678,0.5791583,2020-2021
13504,19K678,0.59118235,2021-2022
13505,19K678,0.6032064,2022-2023
13506,19K678,0.4769539,2023-2024
13507,19K683,,2009-2010
13508,19K683,0.815,2011-2012
13509,19K683,0.821,2012-2013
13510,19K683,0.8256513,2014-2015
13511,19K683,0.6713427,2015-2016
13512,19K683,0.70941883,2016-2017
13513,19K683,0.6332665,2017-2018
13514,19K683,0.69539076,2018-2019
13515,19K683,0.66633266,2019-2020
13516,19K683,0.63727456,2020-2021
13517,19K683,0.6082164,2021-2022
13518,19K683,0.5791583,2022-2023
13519,19K683,0.4288577,2023-2024
13520,19K760,,2014-2015
13521,19K760,0.5851703,2015-2016
13522,19K760,0.45691383,2016-2017
13523,19K760,0.39278558,2017-2018
13524,19K760,0.4308617,2018-2019
13525,19K760,0.48597196,2019-2020
13526,19K760,0.54108214,2020-2021
13527,19K760,0.59619236,2021-2022
13528,19K760,0.6513026,2022-2023
13529,19K760,0.65731466,2023-2024
13530,19K764,,2014-2015
13531,19K764,,2015-2016
13532,19K764,,2016-2017
13533,19K764,0.7174349,2017-2018
13534,19K764,0.6993988,2018-2019
13535,19K764,0.7149299,2019-2020
13536,19K764,0.73046094,2020-2021
13537,19K764,0.745992,2021-2022
13538,19K764,0.76152307,2022-2023
13539,19K764,0.62124246,2023-2024
13540,19K907,,2018-2019
13541,19K907,,2019-2020
13542,19K907,,2020-2021
13543,19K907,,2021-2022
13544,19K907,0.5731463,2022-2023
13545,19K907,0.4288577,2023-2024
13546,19K935,,2019-2020
13547,19K935,,2020-2021
13548,19K935,,2021-2022
13549,19K935,0.6472946,2022-2023
13550,19K935,0.3747495,2023-2024
13551,19K953,,2019-2020
13552,19K953,,2020-2021
13553,19K953,,2021-2022
13554,19K953,0.6252505,2022-2023
13555,19K953,0.60721445,2023-2024
13556,20K030,0.558,2006-2007
13557,20K030,0.728,2007-2008
13558,20K030,0.6232465,2014-2015
13559,20K030,0.737475,2015-2016
13560,20K030,0.66533065,2016-2017
13561,20K030,0.6833667,2017-2018
13562,20K030,0.61523044,2018-2019
13563,20K030,0.6117234,2019-2020
13564,20K030,0.6082164,2020-2021
13565,20K030,0.60470945,2021-2022
13566,20K030,0.6012024,2022-2023
13567,20K030,0.56713426,2023-2024
13568,20K048,0.847,2008-2009
13569,20K048,0.525,2009-2010
13570,20K048,0.608,2010-2011
13571,20K048,0.498,2011-2012
13572,20K048,0.444,2012-2013
13573,20K048,0.6753507,2014-2015
13574,20K048,0.71543086,2015-2016
13575,20K048,0.74549097,2016-2017
13576,20K048,0.83366734,2017-2018
13577,20K048,0.8617234,2018-2019
13578,20K048,0.81062126,2019-2020
13579,20K048,0.75951904,2020-2021
13580,20K048,0.7084168,2021-2022
13581,20K048,0.65731466,2022-2023
13582,20K048,0.6272545,2023-2024
13583,20K062,0.6047,2006-2007
13584,20K062,0.765,2007-2008
13585,20K062,0.6873748,2014-2015
13586,20K062,0.749499,2015-2016
13587,20K062,0.68136275,2016-2017
13588,20K062,0.747495,2017-2018
13589,20K062,0.6092184,2018-2019
13590,20K062,0.6257515,2019-2020
13591,20K062,0.6422846,2020-2021
13592,20K062,0.65881765,2021-2022
13593,20K062,0.6753507,2022-2023
13594,20K062,0.5490982,2023-2024
13595,20K069,0.759,2008-2009
13596,20K069,0.756,2009-2010
13597,20K069,0.63,2010-2011
13598,20K069,0.656,2011-2012
13599,20K069,0.701,2012-2013
13600,20K069,0.93386775,2014-2015
13601,20K069,0.95791584,2015-2016
13602,20K069,0.91783565,2016-2017
13603,20K069,0.8997996,2017-2018
13604,20K069,0.94789577,2018-2019
13605,20K069,0.9173347,2019-2020
13606,20K069,0.8867735,2020-2021
13607,20K069,0.85621244,2021-2022
13608,20K069,0.8256513,2022-2023
13609,20K069,0.76152307,2023-2024
13610,20K102,0.828,2008-2009
13611,20K102,0.459,2009-2010
13612,20K102,0.507,2010-2011
13613,20K102,0.617,2011-2012
13614,20K102,0.456,2012-2013
13615,20K102,0.751503,2014-2015
13616,20K102,0.8076152,2015-2016
13617,20K102,0.7174349,2016-2017
13618,20K102,0.6793587,2017-2018
13619,20K102,0.7274549,2018-2019
13620,20K102,0.76152307,2019-2020
13621,20K102,0.7955912,2020-2021
13622,20K102,0.82965934,2021-2022
13623,20K102,0.86372745,2022-2023
13624,20K102,0.7875751,2023-2024
13625,20K104,0.75951904,2014-2015
13626,20K104,0.8236473,2015-2016
13627,20K104,0.7134268,2016-2017
13628,20K104,0.6513026,2017-2018
13629,20K104,0.6793587,2018-2019
13630,20K104,0.68787575,2019-2020
13631,20K104,0.6963928,2020-2021
13632,20K104,0.7049098,2021-2022
13633,20K104,0.7134268,2022-2023
13634,20K104,0.5991984,2023-2024
13635,20K105,0.853,2008-2009
13636,20K105,0.696,2009-2010
13637,20K105,0.586,2010-2011
13638,20K105,0.64,2011-2012
13639,20K105,0.645,2012-2013
13640,20K105,0.8557114,2014-2015
13641,20K105,0.93386775,2015-2016
13642,20K105,0.8577154,2016-2017
13643,20K105,0.71943885,2017-2018
13644,20K105,0.8557114,2018-2019
13645,20K105,0.8486974,2019-2020
13646,20K105,0.8416834,2020-2021
13647,20K105,0.83466935,2021-2022
13648,20K105,0.8276553,2022-2023
13649,20K105,0.81963927,2023-2024
13650,20K112,0.813,2008-2009
13651,20K112,0.537,2009-2010
13652,20K112,0.711,2010-2011
13653,20K112,0.734,2011-2012
13654,20K112,0.7,2012-2013
13655,20K112,0.76953906,2014-2015
13656,20K112,0.8416834,2015-2016
13657,20K112,0.75551105,2016-2017
13658,20K112,0.9218437,2017-2018
13659,20K112,0.8236473,2018-2019
13660,20K112,0.7960922,2019-2020
13661,20K112,0.76853704,2020-2021
13662,20K112,0.74098194,2021-2022
13663,20K112,0.7134268,2022-2023
13664,20K112,0.6593186,2023-2024
13665,20K127,0.653,2008-2009
13666,20K127,0.258,2009-2010
13667,20K127,0.552,2010-2011
13668,20K127,0.505,2011-2012
13669,20K127,0.427,2012-2013
13670,20K127,0.6272545,2014-2015
13671,20K127,0.73547095,2015-2016
13672,20K127,0.7675351,2016-2017
13673,20K127,0.73547095,2017-2018
13674,20K127,0.80961925,2018-2019
13675,20K127,0.81963927,2019-2020
13676,20K127,0.82965934,2020-2021
13677,20K127,0.83967936,2021-2022
13678,20K127,0.8496994,2022-2023
13679,20K127,0.8617234,2023-2024
13680,20K160,0.79,2008-2009
13681,20K160,0.448,2009-2010
13682,20K160,0.311,2010-2011
13683,20K160,0.65,2011-2012
13684,20K160,0.666,2012-2013
13685,20K160,0.8236473,2014-2015
13686,20K160,0.83366734,2015-2016
13687,20K160,0.8496994,2016-2017
13688,20K160,0.8657315,2017-2018
13689,20K160,0.98797596,2018-2019
13690,20K160,0.9539078,2019-2020
13691,20K160,0.9198397,2020-2021
13692,20K160,0.8857716,2021-2022
13693,20K160,0.8517034,2022-2023
13694,20K160,0.78957915,2023-2024
13695,20K163,0.811,2008-2009
13696,20K163,0.656,2009-2010
13697,20K163,0.653,2010-2011
13698,20K163,0.8076152,2014-2015
13699,20K163,0.9258517,2015-2016
13700,20K163,0.82965934,2016-2017
13701,20K163,0.73146296,2017-2018
13702,20K163,0.7815631,2018-2019
13703,20K163,0.78607213,2019-2020
13704,20K163,0.79058117,2020-2021
13705,20K163,0.7950902,2021-2022
13706,20K163,0.7995992,2022-2023
13707,20K163,0.83967936,2023-2024
13708,20K164,1.08,2008-2009
13709,20K164,0.859,2009-2010
13710,20K164,0.722,2010-2011
13711,20K164,0.625,2011-2012
13712,20K164,0.766,2012-2013
13713,20K164,0.76953906,2014-2015
13714,20K164,0.8657315,2015-2016
13715,20K164,0.95791584,2016-2017
13716,20K164,0.8957916,2017-2018
13717,20K164,0.9559118,2018-2019
13718,20K164,0.91382766,2019-2020
13719,20K164,0.8717435,2020-2021
13720,20K164,0.82965934,2021-2022
13721,20K164,0.7875751,2022-2023
13722,20K164,0.751503,2023-2024
13723,20K170,0.872,2008-2009
13724,20K170,0.536,2009-2010
13725,20K170,0.49,2010-2011
13726,20K170,0.686,2011-2012
13727,20K170,0.675,2012-2013
13728,20K170,0.8156313,2014-2015
13729,20K170,0.7755511,2015-2016
13730,20K170,0.741483,2016-2017
13731,20K170,0.8156313,2017-2018
13732,20K170,0.92785573,2018-2019
13733,20K170,0.9043086,2019-2020
13734,20K170,0.8807615,2020-2021
13735,20K170,0.85721445,2021-2022
13736,20K170,0.83366734,2022-2023
13737,20K170,0.81362724,2023-2024
13738,20K176,0.914,2008-2009
13739,20K176,0.631,2009-2010
13740,20K176,0.701,2010-2011
13741,20K176,0.681,2011-2012
13742,20K176,0.856,2012-2013
13743,20K176,0.8256513,2014-2015
13744,20K176,0.88977957,2015-2016
13745,20K176,0.751503,2016-2017
13746,20K176,0.8777555,2017-2018
13747,20K176,0.8617234,2018-2019
13748,20K176,0.8522044,2019-2020
13749,20K176,0.84268534,2020-2021
13750,20K176,0.83316636,2021-2022
13751,20K176,0.8236473,2022-2023
13752,20K176,0.81362724,2023-2024
13753,20K179,0.798,2008-2009
13754,20K179,0.388,2009-2010
13755,20K179,0.301,2010-2011
13756,20K179,0.468,2011-2012
13757,20K179,0.345,2012-2013
13758,20K179,0.53707415,2014-2015
13759,20K179,0.63527054,2015-2016
13760,20K179,0.71543086,2016-2017
13761,20K179,0.7034068,2017-2018
13762,20K179,0.7074148,2018-2019
13763,20K179,0.6593186,2019-2020
13764,20K179,0.61122245,2020-2021
13765,20K179,0.56312627,2021-2022
13766,20K179,0.5150301,2022-2023
13767,20K179,0.5250501,2023-2024
13768,20K180,0.6833667,2014-2015
13769,20K180,0.8316633,2015-2016
13770,20K180,0.7735471,2016-2017
13771,20K180,0.75951904,2017-2018
13772,20K180,0.78957915,2018-2019
13773,20K180,0.7760521,2019-2020
13774,20K180,0.762525,2020-2021
13775,20K180,0.748998,2021-2022
13776,20K180,0.73547095,2022-2023
13777,20K180,0.6032064,2023-2024
13778,20K185,0.699,2008-2009
13779,20K185,0.402,2009-2010
13780,20K185,0.398,2010-2011
13781,20K185,0.667,2011-2012
13782,20K185,0.392,2012-2013
13783,20K185,0.5891784,2014-2015
13784,20K185,0.76352704,2015-2016
13785,20K185,0.75551105,2016-2017
13786,20K185,0.73947895,2017-2018
13787,20K185,0.69138277,2018-2019
13788,20K185,0.7284569,2019-2020
13789,20K185,0.76553106,2020-2021
13790,20K185,0.8026052,2021-2022
13791,20K185,0.83967936,2022-2023
13792,20K185,0.757515,2023-2024
13793,20K186,0.863,2008-2009
13794,20K186,0.543,2009-2010
13795,20K186,0.505,2010-2011
13796,20K186,0.71,2011-2012
13797,20K186,0.541,2012-2013
13798,20K186,0.7334669,2014-2015
13799,20K186,0.81362724,2015-2016
13800,20K186,0.7915832,2016-2017
13801,20K186,0.76553106,2017-2018
13802,20K186,0.75551105,2018-2019
13803,20K186,0.737475,2019-2020
13804,20K186,0.71943885,2020-2021
13805,20K186,0.7014028,2021-2022
13806,20K186,0.6833667,2022-2023
13807,20K186,0.70541084,2023-2024
13808,20K187,0.6976,2006-2007
13809,20K187,0.736,2007-2008
13810,20K187,0.98396796,2014-2015
13811,20K187,0.9859719,2015-2016
13812,20K187,0.8957916,2016-2017
13813,20K187,0.87374747,2017-2018
13814,20K187,0.9058116,2018-2019
13815,20K187,0.9293587,2019-2020
13816,20K187,0.95290583,2020-2021
13817,20K187,0.9764529,2021-2022
13818,20K187,1.0,2022-2023
13819,20K187,0.92785573,2023-2024
13820,20K192,0.6292585,2014-2015
13821,20K192,0.87374747,2015-2016
13822,20K192,0.8036072,2016-2017
13823,20K192,0.84368736,2017-2018
13824,20K192,0.88777554,2018-2019
13825,20K192,0.8532064,2019-2020
13826,20K192,0.81863725,2020-2021
13827,20K192,0.7840681,2021-2022
13828,20K192,0.749499,2022-2023
13829,20K192,0.5991984,2023-2024
13830,20K200,0.693,2008-2009
13831,20K200,0.483,2009-2010
13832,20K200,0.587,2010-2011
13833,20K200,0.464,2011-2012
13834,20K200,0.527,2012-2013
13835,20K200,0.751503,2014-2015
13836,20K200,0.6793587,2015-2016
13837,20K200,0.5350701,2016-2017
13838,20K200,0.5310621,2017-2018
13839,20K200,0.68937874,2018-2019
13840,20K200,0.68787575,2019-2020
13841,20K200,0.68637276,2020-2021
13842,20K200,0.68486977,2021-2022
13843,20K200,0.6833667,2022-2023
13844,20K200,0.6092184,2023-2024
13845,20K201,0.5878,2006-2007
13846,20K201,0.669,2007-2008
13847,20K201,0.88977957,2014-2015
13848,20K201,0.8777555,2015-2016
13849,20K201,0.80961925,2016-2017
13850,20K201,0.80961925,2017-2018
13851,20K201,0.8757515,2018-2019
13852,20K201,0.8722445,2019-2020
13853,20K201,0.86873746,2020-2021
13854,20K201,0.86523044,2021-2022
13855,20K201,0.8617234,2022-2023
13856,20K201,0.8757515,2023-2024
